Label,Content
A,「親愛的殺手」大膽探索社會邊緣人的情感關係，尺度更是火辣無極限，今日同時也公布本片入選第44屆香港電影節新秀電影競賽單元，挑戰今年度最具爭議話題情慾國片，並帶給觀眾大銀幕視覺感官震撼！電影也確定於12月4日在台上映。「親愛的殺手」劇照。圖／威視提供鄭人碩挑戰從影最大尺度情慾演出。圖／威視提供
A,準金曲歌王黃明志來台通過檢疫，14天自主隔離出關，今受訪稱趁這段時間充分休息，雖然有點消瘦，但身體沒問題。過往女友陪著闖蕩，這回雙方分隔兩地，他自嘲1個男人生活環境就像住在垃圾堆中，打趣稱：「要就女友，不然就女傭，感覺不能自理，要有人照顧我。」
A,兩人愛情長跑10年，恰巧近日演藝圈喜事連連，是否也悄悄登記了？他急忙否認稱還沒結婚，目前也沒進度表，笑說：「登記一定會說，我們是正正當當。」另因女友作風低調，無意願跟他步上金曲紅毯，反倒黃爸爸躍躍欲試，黃明志只說來回得隔離共28天，且得要插鼻子採集樣本，爸爸聞言稍微退卻。
A,他以「亞洲通話」專輯3度角逐金曲獎最佳國語男歌手，並獲年度歌曲提名，認為贏得評審認同已無比開心，看好周華健、張震嶽封王，「他們唱的不只是歌，是人生、也是屬於我們 的集體回憶。」多次入圍金曲不僅讓大馬民眾對他改觀，邀約更接踵而來，近來有2家保險套廠商邀約代言，他說：「希望可以談成，送個2箱來我家，用量大是好的！」黃明志3度角逐金曲歌王。圖／亞洲通文創提供黃明志跟女友愛情長跑10年，對婚事仍沒計畫表。圖／亞洲通文創提供黃明志來台通過檢疫，14天自主隔離出關。圖／亞洲通文創提供
A,浩子和阿翔雖是老搭檔，但頻率不對私下從不聯絡，沒想到今年他暑假請假一個月陪孩子，意外得知要跟阿翔全家相處7天，整個晴天霹靂，更沒想到的是兩個撇除工作之外，說一句話都嫌多的男人，女兒竟然成了閨密，阿翔大女兒小泡芙和浩子的女兒Queenie還一起睡，乍看以為戴著假髮的浩翔睡在一起。
A,浩子在乎家人，每年固定請長假陪小孩，今年選7月中放暑假，跟顏永烈一家相約去台南LONG STAY，沒想到聊一聊，竟變成網路節目「鬧著玩」團隊要一起去拍攝。浩子完全沉浸在放暑假的喜悅，到出發前才想到，那他的暑假不就有阿翔一起了，瞬間晴天霹靂。
A,晚上浩翔會跟小孩們玩遊戲，加上顏永烈的小孩總共有7個，有一晚在客廳玩躲貓貓，輪到浩子當鬼要找小孩時，第一個找到的就是顏永烈的兒子，他躲在永烈的椅子下，結果因為顏永烈忍不住偷笑出賣了兒子，讓小孩一下就破功被找到，小孩超生氣，因為這一偷笑害得顏永烈父子冷戰一整晚。
A,而阿翔小女兒舒芙蕾，則古靈精怪的躲進鞋櫃裡面，浩子認真的找好久都沒找到，舒芙蕾也在鞋櫃裡等好久都沒有鬼來找他，最後才自己探出頭來，也因此得到浩子阿伯提供的獎學金250元。
A,最後一天在台南錄影，每個人許一個願望，抽到誰的願望，就全部的人一起去實現，結果抽到阿翔的願望。阿翔寫的是這一趟回台南還沒做的事，是要去看阿公、阿嬤，於是大家就跟著阿翔出發了。阿公、阿嬤已經94歲，浩子問阿公有看我們的節目嗎？翔爸在一旁搶答說：「有啊！」然後，阿公才幽幽的說：「都看瓜哥的節目啦。」
A,其實，胡瓜節目只有阿翔沒浩子，這下浩子臉上又三條線，盡快甩開阿翔，去放他接下來單純的暑假。阿翔小女兒舒芙蕾，則古靈精怪的躲進鞋櫃裡面。圖／鬧著玩提供浩子在兩家小孩之中成了孩子王。圖／鬧著玩提供阿翔和小朋友玩捉迷藏遊戲。圖／鬧著玩提供
A,楊銘威在公視「我的婆婆怎麼那麼可愛」中飾演鍾欣凌的三兒子「秉仁」，將與大哥Darren、二哥王少偉合謀騙老媽的錢。楊銘威認為，劇中子女就是「被媽媽寵壞」，而戲外他是在傳統打罵教育中長大的小孩，現在自己當爸，則變得「情商超高」，開玩笑說：「現在燒一燒可能會有舍利子（表示道行高）。」
A,楊銘威笑說：「我小時候真的很欠揍，任何人當我媽都會想扁我。」但即使被皮帶抽到流血，還是改不掉皮的本性，沒禮貌、騙人、偷東西樣樣來，在教室的座位不是垃圾桶旁就是講桌前，都是「禁區」的位置。但他認為，以前眷村長大的小孩，真的需要嚴格管教，才不會做一些危險的事情，例如晚一點回家會被打，否則就真的發生危險回不了家。
A,自己也當爸後，對於上一代的管教方式，楊銘威認為：「會參考好的，有時候還是要嚇一下小朋友，但不用那麼嚴厲。」例如只要對女兒Mia罰站，她就會知道害怕。楊銘威坦言，每天都會起100次想打小孩的念頭，但都會忍下來，和老婆方志友也會互補，有一方先生氣、另一方就不會說話，因父母都生氣，小孩會沒有安全感。
A,而楊銘威在「我」劇的演出，也受到視后媽媽的稱讚，鍾欣凌提到：「原本以為他就是家裡很有錢的小屁孩，但現場看到他眼神開始上飄45度，就知道他進入角色（頹廢導演）了。」並形容「秉仁」一角是劇中子女之間「最有人性」的。楊銘威在「我的婆婆怎麼那麼可愛」中一心想成為導演。圖／公視提供
A,今年因為新冠肺炎影響，重創各產業，風靡全球的經典音樂劇「歌劇魅影」（The Phantom of the Opera）將永久停止英國的全國巡演，製作人卡麥隆麥金塔也宣布此事，不過該劇11月來台巡演場次不受影響。
A,「歌劇魅影」自1986年首次在英國女王陛下劇院首演後，至今仍受廣大劇迷喜愛，是倫敦西區第二長壽的音樂劇，甚至也翻拍成電影。本月28日卻傳出，因受新型冠狀病毒影響，「歌劇魅影」將永久停止英國的全國巡演，到倫敦西區劇院觀賞「歌劇魅影」將成為歷史回憶，台灣劇迷得知此訊，感到非常忐忑不安，而主辦單位寬宏藝術表示，歌劇魅影的巡迴目前不受影響，11月也確定來台演出，但這次疫情的影響確實讓許多經典百老匯劇作越來越稀有，劇迷有可能也會看一場少一場，本次來台演出後，這部經典百老匯音樂劇也有可能成絕響。
A,「歌劇魅影」無疑是全球觀眾最喜愛的音樂劇，「歌劇魅影」在英國的劇院演出30年，共出演1萬2000多場次，並在全球35個國家、166個城市演出，票房更超過史上任何一部電影或舞台劇，打敗「鐵達尼號」、「ET」、「星際大戰」和「阿凡達」，「歌劇魅影」巡迴將於2020年11月20日至12月6日在台北小巨蛋登場。經典音樂劇「歌劇魅影」在台上演後，恐成經典絕響 。圖／寬宏藝術提供
A,近來在「我的婆婆怎麼那麼可愛」中，以深情「火寮一哥」形象廣獲觀眾好評及喜愛的演員許傑輝，演而優則導，他首部執導的電影短片「88海水浴場」，初試啼聲即入圍「2020日本東京國際短片影展」，該影展為美國奧斯卡金像獎官方所認可的亞洲最大規模國際短片電影節，許傑輝導演的功力備受肯定。
A,初次擔任電影短片導演的許傑輝，當初為了拍這部短片排除萬難，得知入圍消息開心的向大家宣布，許傑輝表示，這是他第一個報名參賽的影展，也是第一個通知入圍的影展。心情當然是非常開心與激動，但太多人恭喜他，搞到好像已經得獎。
A,「88海水浴場」是一部描述親子關係的作品，劇情講述一名可愛的小男孩庭偉，為了爸爸曾答應開學前一定會帶他去海邊玩，暑假像是優良員工般地幫忙爸爸到處送貨。然而，就在送完最後一趟貨，兩人開心前往海邊的途中，爸爸又再度接到送貨的電話。為了賺錢，選擇調頭的爸爸，面對生氣的庭偉，又該怎麼彌補？許傑輝邀請到嘻哈天團「玖壹壹」春風，來飾演爸爸這個要角。
A,飾演單親爸爸的春風，在聽聞作品入圍後，不僅傳訊息向導演許傑輝表示好想再跟導演拍戲，並直呼：「一切都太棒了！」「88海水浴場」將於9月16日起，在「2020日本東京國際短片影展」上展開世界首映。他表示未來不排斥將此片發展成長片。
A,潘瑋柏（潘帥）日前開心宣布當人夫，豈料喜訊變調，老婆Luna（宣云）被大陸網友起底，包含年齡疑造假、疑似動刀整形等，各種批評開始在微博發酵。潘瑋柏心疼愛妻受屈，更不滿人格遭到貶損，昨晚委託律師發表不排除訴諸法律的聲明，大動作保護嬌妻。
A,Luna是前大陸「東方航空」空姐，嫁給潘瑋柏後人氣一飛衝天，IG粉絲從數千人暴增至逼近6萬人，不少人誇她氣質出眾、外型亮眼，不過隨著黑歷史見光，無論是IG或者微博都湧入不少謾罵，一夕之間成為全民公敵，心情勢必非常難受。潘帥忍了3天後怒槓酸民，認為夫婦的名譽嚴重受損，透過律師聲明捍衛權利，要求發布謠言的網友必須刪文，並對潘瑋柏、Luna夫婦公開致歉，否則將依法追究。
A,剛當人夫的他將在8月推出新作「Mr. R&Beats 節奏先生」，享受新婚生活之餘，卻透過自創新歌「第二順位」唱出當備胎的心聲，形成強烈對比。他親自構思MV概念，想藉此表達在感情世界若出現「第二順位」的選擇，沒有誰會是贏家的想法，但劇情並不灑狗血，他化上「受傷妝」，演繹痛苦、頹廢模樣。
A,此外，MV大手筆出動飛車爆破特效，潘瑋柏還首度出借價值千萬的帥氣「蝙蝠車」，車子一現身頓時成為焦點，只是顧及海風吹起的砂石會刮傷車身，劇組緊急停機3小時，租借拖吊車將「蝙蝠車」從棚內移駕到海邊，相當小心翼翼，MV將在31日上線。潘瑋柏大方出借要價千萬的帥氣坐駕「蝙蝠車」。圖／華納音樂提供潘瑋柏在MV中嘗試「受傷妝」。圖／華納音樂提供
A,白冰冰發行新專輯「宿命」，旗下木工歌手陳思瑋和台一線也分別發行新專輯「愛情，我不懂」和「愛你久久」，她感嘆為了發行這3張專輯，砸下的錢接近上千萬，但因為唱片不景氣，她已經虧了大概600多萬，她選擇看開：「做這種傻事的人不多了，我也傻到這一次為止，有再優秀的歌手，我也不會簽了，只有花錢，看不到收入在哪。」
A,她認為現在的世道，發片是吃力不討好，「我做一張我個人的，就要虧個3、400萬，現在沒人買唱片啊，年輕人的製作費是沒有我那麼高，但還是要虧到2／3，做這3張要花快1千萬，但我收入不到1／3。」換句話說，她起碼要虧600萬。她希望旗下歌手也要爭氣，要靠自己力爭上游，「像台一線，我就覺得他們應該要更快，浩角翔起也是一兩年就紅起來了，每一條路都要試著去闖。」
A,她和鄭進一在新專輯也有合作，兩人還合拍MV，問她目前有新對象嗎？她說，以前會想在感情上找個浮木，但現在她認為自己一個人也很好，「這就是宿命吧，我覺得我要認命，孤獨我覺得不是壞事，孤獨才讓我想去學新東西。」她也呼籲，女性不管到幾歲，經濟都要獨立，才能活出自我。白冰冰(左二)和陳思瑋(右二)及台一線推出新作品。圖／長興影視有限公司提供
A,三立拍攝中的新八點台劇《天之驕女》此次演員搭配頗具新鮮感，特別是大量啟用新面孔演出，讓劇多了新鮮感，但其中最受矚目的仍是黃少祺與韓瑜這對搭檔，特別是韓瑜角色有別以往，個性較為強悍，為丈夫黃少祺不惜家人鬧革命，導演馮凱昨透露這個角色讓韓瑜相當糾結，甚至最後會變成反派。
A,韓瑜表示不知道是不是因為自己第一次演出「長輩」的關係，第一天回歸拍戲時莫名地緊張，心情還在調適中，像是有個鏡頭是她要把茶杯拿起來這麼簡單的演出，但她卻NG了多次，開玩笑說：「Ｎ到我都懷疑自己是不是演員了！」這讓她與之前工作的時候比起來更加沒有信心、心情忐忑不安，馮凱導演見狀也安慰她說不要緊張、只要演自己就好，還讓她拿出自己機車的本性，就可以成功詮釋劇中成功女強人的角色性格，不禁讓她汗顏質問導演：「我對導演你有很機車嗎？」
A,其實韓瑜印象最深的是劇中激情戲很多，其中一場浴室戲還受傷，突破她從影以來最大尺度，韓瑜笑說導演馮凱難怪是A片導演，馮凱昨天趕緊澄清：「我沒拍過A片好不好？最多也是R級。」他透露想要韓瑜拍一個後背全裸的鏡頭，但韓瑜躲避說：「那我背後的肥肉怎麼辦？」馮凱說「她哪來的肥肉?不過我們是八點檔也不可能拍到讓NCC上門。」
A,韓瑜和馮凱其實有很深的淵源，因為當初韓瑜是被周遊發現進入演藝圈，所以兩人相識20多年，這次一起拍「天之驕女」，馮凱打包票「韓瑜絕對有不一樣的表現」。
A,談到與昔日搭檔黃少祺再次合作，韓瑜表示因為之前合作過蠻多次所以不會尷尬，對於兩人床戲、激情戲的部分，黃少祺說到要讓觀眾感到臉紅心跳，就需要演得逼真同時也不能讓對手戲的女生感到不舒服，這就是考驗演員功力的時刻。
A,對此韓瑜嬌嗔地表示：「希望他可以小力一點」，像劇中有一場飯局戲因為韓瑜差一點發現黃少祺不堪回首的過往身世祕密，因此黃少祺以霸氣強吻韓瑜來停止爭吵，韓瑜笑說只記得他為了配合導演「很Man」的動作要求：「每每都是一把把我扯過去，我骨頭都快散了。」直接跟黃少祺說開心拍戲、別來真的，因此第一天的拍攝真的是受到心靈及身體上的雙重折磨。
A,至於在現實中黃少祺表示若遇到夫妻間的爭吵時，認為自己並不太會以甜言蜜語來澆熄對方的怒火，更是不會以強吻的方式安撫對方情緒，並笑說那樣會「太演了」，因此會先靜下心來，黃少祺說：「如果是自己不對在先，也會很願意誠懇的與對方道歉，覺得義氣用事跟衝動不能解決問題反而會先好好思考該怎麼溝通。」
A,66歲音樂教父羅大佑從1976年踏入歌壇，擁有「鹿港小鎮」、「光陰的故事」等膾炙人口的經典歌曲，卻選擇回到音樂最初衷，將於8月8日啟動4場「宜花東鹿」線上直播巡迴演唱會，今天中午與媒體餐敘聊到近況，透露今年6月因坐骨神經問題，被醫生提醒最嚴重恐癱瘓，他說：「因為姿勢不良以前一直腰痛，這次特別不舒服，因為脊椎滑脫、囊腫、骨刺問題，所以開刀。」他打趣開刀比開唱還緊張，8歲女兒還童顏童語安慰他：「你會活著看到我。」
A,羅大佑細數已開刀完55天，他透露：「開刀時間5個半小時，全身麻醉，是微創手術，所以傷口沒有很大，開刀第一天就能走路，但就是不能維持同一個姿勢，要一直動。」當時住院5天，他還被醫生笑說「我第一次看到有人把吉他帶來醫院」，但也因此將過去中斷創作的歌曲，成功完成2首創作。現在復健良好，都需帶著護腰且不能久坐，他透露雖不能轉動脊椎，但不會影響到演出，還是可以彈吉他。
A,他自砸千萬啟動「宜花東鹿」線上直播巡迴演唱會，將以電影規格做出有劇情與溫度的演出，將音樂還給大自然，「吉他等其他樂器都是木頭做的」，自8月8日起每周六下午5點於LINE TODAY線上開唱，4周巡迴鹿港、台東、花蓮和宜蘭4個地方開唱，且每場歌單、內容皆不同，這也是他首度於鹿港開唱，他興奮表示：「就算颱風天我們也照樣唱。」開唱地點將讓人有隨性就是舞台的感覺，他也盼此舉鼓勵年輕音樂人用更靠近土地的方式表達溫暖音樂。羅大佑自砸千萬，啟動「宜花東鹿」線上直播巡迴演唱會。圖／大右音樂提供羅大佑（左）號召音樂人啟動「宜花東鹿」線上直播巡迴演唱會。圖／大右音樂提供羅大佑（中）號召音樂人啟動「宜花東鹿」線上直播巡迴演唱會。圖／大右音樂提供
A,林采緹上周心情如洗三溫暖，前夫胡睿兒因撿屍案遭上銬入監服刑，被關前兩人電話聊，他難過掉淚，隔天她就被拍到跟已婚男一起去泡湯。
A,今天下午她進TVBS錄「女人我最大」，澄清跟泡湯男只是誤會，「我找了一群朋友大概30人一起到飯店慶生，他只是其中一個，泡湯分男湯跟女湯，中間是隔開的，泡完之後走出來剛好被拍到，照片看起來很像一起，其實沒有，他因為這件事被很多朋友虧，包括他老婆。」
A,林采緹說，跟泡湯男才認識兩個多月，算是不錯的朋友才會邀他來慶生，但是那天總共有30人，「朋友都在，怎麼可能只有我們兩個在一起，而且被傳出懷孕的熊熊也在，我覺得她應該沒有懷孕，因為那天她還跟我們一起喝酒，如果有孕應該會滴酒不沾。」
A,至於胡睿兒，兩人今年已經離婚，小孩還小，她有答應說要帶小孩去監獄看他，「監獄每周都可以開放探親，但小孩實在太小了，短期內我應該不會帶他去。」她說離婚之後兩人還是朋友，「能夠繼續當朋友已經是我對他最大的包容。」
A,現在恢復單身，會不會接受新戀情，「其實有幾個人在追我，那都僅止於聊聊，目前還沒有想那麼多。」
A,田馥甄（Hebe）最新單曲「先知」，曲風重現60、70年代的迷幻搖滾及電子樂的氛圍，MV亦是充滿科技迷幻！田馥甄在MV中化身「愛情操控者」，其中一幕是由外籍男模趴著爬行、她則是蹲著端詳對方，她直呼：「好有感覺喔！」
A,新歌「先知」拆解在愛情裡的知與不知，田馥甄有感表示：「談過戀愛的人都知道，道理我們都懂，你也知道不應該怎麼樣，但你就是控制不了你自己。」她自認直覺敏銳，雖不是愛情裡的先知、卻是關係裡的先覺，能知覺2人關係的細微變化而一一面對它，但也表示：「在感情裡，自己不喜歡被對方操控，所以自己也不會想操控對方。」
A,田馥甄在MV一連更換三套造型，展現白淨典雅女神、黑色俐落女子、時尚黑白裙裝不同面向；其中她穿著白色典雅禮服，指揮100位合唱團學生組成的合音天使，並讚：「你們真的好可愛，真的好會唱歌！因為我聽到的是美妙舒服的聲音。」而她與外籍男模的對戲，男模跪趴在儀器輸送帶上，田馥甄則低蹲凝視，拍完她開玩笑說：「好有感覺喔！一直抖、一直顫抖，因為我蹲在那邊腿很酸，他也一直抖，我們兩個都一直抖。」更自嘲兩人都是「抖抖人」。
A,這次她首度與製作人小安合作，小安爆料田馥甄不為人知的一面，「個性看似大方的Hebe，每當唱到需要表現撒嬌或性感語氣的段落時，就會開始在配唱室裡亂開玩笑，原來是她害羞了，因為害羞，她的語氣也會開始越唱越Man」。而「先知」這次也同時跨足影壇，成為由廖明毅執導，林柏宏與謝欣穎主演的奇幻愛情電影「怪胎」主題曲。田馥甄新歌「先知」MV充滿科技、迷幻元素，並提供QR Code要粉絲掃驚喜。圖／何樂音樂提供田馥甄個性大方，卻被製作人小安爆料越害羞就越Man。圖／何樂音樂提供田馥甄MV指揮100名合音天使獻天籟。圖／何樂音樂提供田馥甄個性大方，卻被製作人小安爆料越害羞就越Man。圖／何樂音樂提供田馥甄個性大方，卻被製作人小安爆料越害羞就越Man。圖／何樂音樂提供田馥甄MV指揮100名合音天使獻天籟。圖／何樂音樂提供
A,阿龐在台視「生生世世」中偷吃行徑不斷，除了將小三養在家裡，還在外頭租了房子企圖金屋藏嬌，讓網友氣的大罵「渣男」、「爛人」，但也讓收視率再度突破新高，29日播出全體平均收視1.57、15至44歲平均收視1.08，其中家庭主婦分眾收視也有2.66。
A,劇中薛仕凌及林雨宣兄妹直接和老爸談判攤牌，讓觀眾大呼過癮，而阿龐和洪淇偷情長達一年之後，正宮林嘉俐終於嗅到不對勁，回憶起過往種種老公過份關心小三的行為，終於將偷情一事串連起來，此段收視1.82也是當日播出收視最高點。
A,林嘉俐和阿龐得知收視創新高的消息後都非常振奮，林嘉俐開心表示：「大家的努力被觀眾看到，這是一部好戲，希望觀眾可以從中獲得對人生不同的體悟。」阿龐被冠上「負心漢」稱號，他開玩笑說：「我最近出門都很小心，都有戴著口罩，加上最近瘦很多，模樣跟電視上不同，好在口罩和體重救了我。」
A,阿龐表示，很多人都說氣到看不下去，不過時間一到還是會鎖定收看繼續罵。觀眾也大讚是因為演得太好，才讓他們這麼生氣。阿龐預告這個角色接下來有更加令人髮指的發展：「大家如果現在就想摔電視，後面可能會想摔沙發，到時候大家再罵個夠。我覺得這樣就成功了呀，畢竟我就是演這樣的角色，沒人罵還得了。」
A,有觀眾認為，劇中老公會出軌，跟太太的行為脫不了關係，應該要負起部分責任，林嘉俐替角色惠子發聲：「現代人應該很難想像惠子所身處的時空背景，那時的婦女都被世俗、禮教給綑綁住了，惠子工作、經濟自主，按理說可以掌控自己的人生，但她卻仍屈服世俗，她的壓抑、無奈，我們太難去體會。」
A,洪淇第一次演小三就收到如海嘯般的罵聲，她表示事前就做好心理建設，並笑說：「因為壞人很難避免被罵的命運，當我看到『死查某』、『臭綠茶』等稱呼，我真的笑到不行，因為我自己看那副嘴臉也想扇自己巴掌。」她也俏皮表示很感謝觀眾給她的「新綽號」。林嘉俐劇中遭老公劈腿，戲外開心收視創新高。圖／台視提供阿龐全是負心漢被罵翻。圖／台視提供林雨宣(右起)、薛仕凌向劇中出軌的父親阿龐攤牌。圖／台視提供
A,邵昕和婷婷結婚10年，2012年傳出離婚；2016年與小14歲的大眼妹Vivi再婚，目前育有一女。據《鏡周刊》報導，邵昕近來常夜會「億級女富豪」，5天見4次面，不僅共用晚餐還夜遊車河。
A,事隔一天，邵昕終於在社群網站回應，曝光老婆與報導中的「億級女富豪」合影，並寫下：「謝謝大家的關心，與親愛的老婆及無緣的女主角一起用餐中....」，照片中vivi坐在中間，邵昕則與「無緣的女主角」分別坐兩邊，並試圖用稱謂來做切割。
A,在艾美獎公布入圍名單後一天，鑒於2019冠狀病毒疾病疫情延燒，主辦單位國家電視藝術與科學院（Television Academy）今天告知入圍者，9月的頒獎典禮將改為線上舉辦。
A,法新社報導，由於2019冠狀病毒疾病（COVID-19）疫情嚴重衝擊娛樂產業，當局也已實施相關限制及封鎖措施以控制疫情，在此情況下，艾美獎（Emmy Awards）頒獎典禮將改為線上舉辦是預料中的事。
A,艾美獎是電視界的奧斯卡金像獎（Oscars），今年的頒獎典禮預定9月20日舉行，將是疫情爆發以來好萊塢第一個主要頒獎盛會。
A,深夜脫口秀主持人吉米金摩（Jimmy Kimmel）將主持頒獎典禮，由美國廣播公司（ABC）負責轉播。
A,法新社得知入圍者通知信中的內容，並向主辦單位發言人求證，獲得證實。主辦單位在信中說，在目前這種情況下，他們被迫做出此一艱難的決定。
A,信中提到，主辦單位將與入圍者密切合作，以確保他們在頒獎典禮當晚表現亮眼。主辦單位將前往入圍者的家中或其他地點，錄製相關的畫面。
A,「我們會使你看起來很完美。我們正在探索頂尖的技術來運用攝影及照明裝置，並期待與你合作，製作出專屬於你的螢幕時刻。」
A,美國流行樂壇天后瑪丹娜在社群平台Instagram分享不實影片，稱武漢肺炎其實早有疫苗可治，但為讓富人更富所以秘而不宣；Instagram標註貼文為「假訊息」，今天已將之刪除。
A,法新社與美國娛樂業界週刊「綜藝」（Variety）報導，瑪丹娜（Madonna）在她1540萬人追蹤的Instagram貼文，宣稱2019冠狀病毒疾病（COVID-19，武漢肺炎）疫苗問世已有數月，但為「讓富人更富、貧病交迫的人更病」，所以才秘而不宣。
A,她附上美國醫師伊瑪努爾（Stella Immanuel）盛讚羥氯奎寧（Hydroxychloroquine）可奇蹟治療冠狀病毒的影片，伊瑪努爾在影片中歡欣鼓舞地高喊說：「沒人需要生病，這個病毒有療法了，那就叫做羥氯奎寧。」
A,瑪丹娜隨影片所寫的貼文指出：「這個真相會讓我們大家自由！但一些人不想聽真話，特別是要靠長期研發疫苗而賺錢的當權者。這個疫苗已獲證實，也已問世數月，他們寧願讓恐懼控制，讓富人更富、貧病交迫的人更病。這女人是我的英雄。謝謝你，伊瑪努爾。」
A,伊瑪努爾演說的片段近日在網路迅速散播，但羥氯奎寧是抗瘧疾藥物，並未證實對武漢肺炎有效。
A,Instagram隸屬的臉書（Facebook）發言人今天告訴法新社：「我們已移除這段影片，因為影片對2019冠狀病毒疾病的治療與預防方法說法有誤。」
A,「回應、評論或分享這則影片者會看到訊息，引導他們取得權威性的病毒資訊。」
A,瑪丹娜這則貼文現已刪除，但從截圖可看到稍早Instagram將貼文標注「假訊息－由獨立事實查核者評估」，並附上連結，可前往揭穿伊瑪努爾影片不實的頁面。
A,川普本週推文多次附上伊瑪努爾影片的片段，後來推文都遭移除。
A,瑪丹娜5月間表示自己染上武漢肺炎但已康復。她也因為染疫，被迫取消今年稍早的巴黎演唱會。
A,關之琳素有「香港第一美女」之稱，近幾年顯少曝光在螢光幕前，但仍常在社群平台分享日常生活。已57歲的她最近曝光近況遭指發福，有網友看了不禁感嘆「美人遲暮」。
A,影片中，關之琳穿著花色衣服，並對著鏡頭微笑，氣色看起來不錯，不過有眼尖網友看出她身材似乎原潤不少，忍不住感慨：「『膀大腰圓』發福了」、「美人遲暮」；但也有網友跳出來替她說話，認為「美人在骨不在皮」、「還是個美人」、「這個年齡長這樣還想讓人家怎樣」。
A,此外，關之琳近來也罕見曝光自己臥室，並對著鏡頭玩起變裝遊戲，對著鏡頭比出愛心。影片中也曝光了她床邊的「鎖鏈」，據悉這是她特地從英國買來的吊燈，照片一出，引發網友熱議。
A,小S以往碰上林志玲總愛與對方鬥嘴比美，日前她在IG上曬自拍照，卻有網友留言誇讚林志玲比較美，小S也不甘示弱直接一字回應嗆網友。
A,女星夏宇禾外型亮麗、身材姣好，擁有E罩杯美乳的她，曾在民視「實習醫師鬥格」飾演醫生被網友封「最美女醫」，去年演完8點檔「大時代」中的富家女「李志琳」後，日前她開心歡度27歲生日，在社群網站上分享一系列和閨蜜出遊的照片，一張3人床上脫掉胸罩裸上空照，瞬間引發網友暴動，還有網友留言：「鼻血噴了一屏幕」！
A,夏宇禾在臉書發文透露最近和姐妹展開一場輕旅遊，同時感性吐露：「11年了，還是頭一次一起這樣，謝謝你們陪了我11年，沒有把我丟下！」她還附上和姐妹們裸身裹床單趴在床上的照片，3人顏值超高，其中夏宇禾露乳溝，側頭露出甜美微笑，養眼鏡頭讓網友大呼羨慕攝影師。
A,沒想到更性感的鏡頭在後頭，夏宇禾寫下：「就這樣脫了吧！把所有的不開心全部從身上脫下！從今以後，還是每天開心的笑著，
A,開心的體驗接下來的人生」，照片中，她和姐妹們甩Bra大秀美背，白皙粉嫩肌膚，展現出S腰身，夏宇禾還露出上半部臀線，完美曲線令人看了噴鼻血，還有網友敲碗正面，問她是否介意轉身，夏宇禾親自回覆：「非常介意喲！」夏宇禾擁有E罩杯，好身材超火辣。圖／摘自臉書夏宇禾纖細長腿美胸，讓人看了直噴鼻血。圖／摘自臉書
A,好萊塢女星艾希莉賈德對導演哈維溫斯坦提出的性騷擾告訴，於去年1月遭洛杉磯聯邦地區法院駁回，今天上訴法院推翻原判，裁定艾希莉賈德有權控告哈維溫斯坦性騷擾。
A,聯邦第九巡迴上訴法院（Ninth Circuit Court ofAppeals）3名法官組成的審判小組裁定，哈維溫斯坦（Harvey Weinstein）在1990年代中期，邀約艾希莉賈德（Ashley Judd）到洛杉磯一家豪華飯店，當時哈維溫斯坦對她的演藝事業操生殺大權。哈維溫斯坦已因性侵案遭定罪入獄。
